event_match_index,event_origin_col_index,shot_context,event_angle,event_end_x,receiver_name,assisted_shot,event_x,possession_loss,account_id,qualifier_pass_height,shot_outcome,qualifier_cross,opponent_team_name,shot_angle,shot_distance,season_id,key_pass_type,opponent_team_id,event_end_cell_number,event_id,event_end_y,event_y,home_team_name,match_date,competition_name,event_end_col_index,passer_id,team_score,home_game,passer_name,event_origin_cell_number,event_minute,receiver_id,opposition_score,possession_xg_total,qualifier_own_goal,competition_id,match_id,body_part,play_type,possession_index,period_id,event_origin_row_index,under_pressure,team_id,event_length,away_team_name,event_type,off_camera,team_name,season_name,event_outcome,event_end_row_index,shot_xg
3593,2,Open Play,null,44.69643,null,FALSE,43.360714,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,17,1849860655,47.822,48.218,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,2,14165188,2,FALSE,Milla Punsar,17,94,null,1,0,FALSE,2460,9790467,Other,Open Play,203,2,3,TRUE,812581,null,Honka W,carry,FALSE,Honka W,2023,TRUE,3,0
3590,2,Open Play,2.782822,43.360714,Milla Punsar,FALSE,48.389286,none,18028,Ground Pass,None,FALSE,HPS,null,null,1107,Other,942463,17,1849860652,48.218,51.386,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,2,14176191,2,FALSE,Eevi Sutela,17,94,14165188,1,0,FALSE,2460,9790467,Right Foot,Open Play,203,2,3,TRUE,812581,6.835203,Honka W,pass,FALSE,Honka W,2023,TRUE,3,0
3587,3,Open Play,4.917031,48.70357,Eevi Sutela,FALSE,46.110714,none,18028,Ground Pass,None,FALSE,HPS,null,null,1107,Other,942463,17,1849860649,48.878,27.96875,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,2,14176187,2,FALSE,Matilda Kuusniemi-Fishwick,18,94,14176191,1,0,FALSE,2460,9790467,Right Foot,Open Play,203,2,3,FALSE,812581,16.238842,Honka W,pass,FALSE,Honka W,2023,TRUE,3,0
3586,3,Open Play,null,null,null,FALSE,36.289288,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860648,null,31.239584,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176187,2,FALSE,Matilda Kuusniemi-Fishwick,18,94,null,1,0,FALSE,2460,9790467,Other,Open Play,203,2,3,FALSE,812581,null,Honka W,ball_recovery,FALSE,Honka W,2023,TRUE,null,0
3566,1,Open Play,null,null,null,FALSE,45.325,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860628,null,61.814,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176191,2,FALSE,Eevi Sutela,16,94,null,1,0,FALSE,2460,9790467,Other,Open Play,200,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3560,2,Open Play,null,null,null,FALSE,64.88928,in-play,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860622,null,50.198,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14165188,2,FALSE,Milla Punsar,12,93,null,1,0,FALSE,2460,9790467,Other,Open Play,200,2,2,FALSE,812581,null,Honka W,foul,FALSE,Honka W,2023,FALSE,null,0
3559,2,Open Play,null,null,null,FALSE,66.38214,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860621,null,49.406,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14165188,2,FALSE,Milla Punsar,12,93,null,1,0,FALSE,2460,9790467,Other,Open Play,200,2,2,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3556,2,Open Play,null,null,null,FALSE,65.59643,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860618,null,52.178,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14165188,2,FALSE,Milla Punsar,12,93,null,1,0,FALSE,2460,9790467,Other,Open Play,200,2,2,FALSE,812581,null,Honka W,ball_recovery,FALSE,Honka W,2023,TRUE,null,0
3544,1,Open Play,null,null,null,FALSE,41.86786,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860606,null,67.71375,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14165188,2,FALSE,Milla Punsar,16,93,null,1,0,FALSE,2460,9790467,Other,Open Play,200,2,3,FALSE,812581,null,Honka W,blocked_pass,FALSE,Honka W,2023,TRUE,null,0
3538,1,Open Play,null,null,null,FALSE,42.41786,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860600,null,68.760414,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176191,2,FALSE,Eevi Sutela,16,93,null,1,0,FALSE,2460,9790467,Other,Open Play,200,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3536,0,Open Play,null,null,null,FALSE,45.325,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860598,null,80.248055,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14165188,2,FALSE,Milla Punsar,15,93,null,1,0,FALSE,2460,9790467,Other,Open Play,200,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3270,1,Open Play,null,null,null,FALSE,39.982143,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860332,null,63.657917,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176191,2,FALSE,Eevi Sutela,16,85,null,1,0,FALSE,2460,9790467,Other,Open Play,181,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3262,1,Open Play,null,69.525,null,FALSE,52.63214,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,6,1849860324,62.078,63.265415,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,1,14176192,1,FALSE,Noora Juusela,11,83,null,1,0.251485,FALSE,2460,9790467,Other,Open Play,180,2,2,TRUE,812581,null,Honka W,carry,FALSE,Honka W,2023,TRUE,1,0
3261,1,Open Play,null,69.525,null,FALSE,52.63214,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,6,1849860323,62.078,63.265415,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,1,14176192,1,FALSE,Noora Juusela,11,83,null,1,0.251485,FALSE,2460,9790467,Other,Open Play,180,2,2,TRUE,812581,null,Honka W,take_on,FALSE,Honka W,2023,TRUE,1,0
3259,1,Open Play,null,52.63214,null,FALSE,52.317856,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,11,1849860321,63.265415,61.286,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,1,14176192,1,FALSE,Noora Juusela,11,83,null,1,0.251485,FALSE,2460,9790467,Other,Open Play,180,2,2,TRUE,812581,null,Honka W,carry,FALSE,Honka W,2023,TRUE,2,0
3258,1,Open Play,null,null,null,FALSE,52.317856,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860320,null,61.286,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176192,1,FALSE,Noora Juusela,11,83,null,1,0.251485,FALSE,2460,9790467,Other,Open Play,180,2,2,FALSE,812581,null,Honka W,ball_recovery,FALSE,Honka W,2023,TRUE,null,0
3236,4,Open Play,null,null,null,FALSE,40.217857,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860298,null,12.015278,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14165188,1,FALSE,Milla Punsar,19,83,null,1,0,FALSE,2460,9790467,Other,Open Play,179,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3235,4,Open Play,null,null,null,FALSE,34.639286,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860297,null,15.766389,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14183719,1,FALSE,Iida Kainulainen,19,83,null,1,0,FALSE,2460,9790467,Other,Open Play,179,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3225,2,Open Play,null,null,null,FALSE,34.325,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860287,null,57.854,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176191,1,FALSE,Eevi Sutela,17,82,null,1,0,FALSE,2460,9790467,Other,Open Play,179,2,3,TRUE,812581,null,Honka W,tackle,FALSE,Honka W,2023,FALSE,null,0
3200,4,Open Play,null,null,null,FALSE,46.425,in-play,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860262,null,19.283056,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176194,1,FALSE,Venla Lamberg,19,81,null,1,0,FALSE,2460,9790467,Other,Open Play,177,2,3,FALSE,812581,null,Honka W,foul,FALSE,Honka W,2023,FALSE,null,0
3198,4,Open Play,null,null,null,FALSE,45.639286,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860260,null,18.931389,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176194,1,FALSE,Venla Lamberg,19,81,null,1,0,FALSE,2460,9790467,Other,Open Play,177,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3171,0,Open Play,null,null,null,FALSE,43.517857,in-play,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860233,null,94.31472,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176201,1,FALSE,Wilma Sjöholm,15,81,null,1,0,FALSE,2460,9790467,Other,Open Play,176,2,3,TRUE,812581,null,Honka W,dispossessed,FALSE,Honka W,2023,FALSE,null,0
3170,0,Open Play,null,43.517857,null,FALSE,42.49643,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,15,1849860232,94.31472,94.66639,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14176201,1,FALSE,Wilma Sjöholm,15,81,null,1,0,FALSE,2460,9790467,Other,Open Play,176,2,3,TRUE,812581,null,Honka W,carry,FALSE,Honka W,2023,FALSE,3,0
3167,0,Open Play,6.167631,42.49643,Wilma Sjöholm,FALSE,33.69643,none,18028,Low Pass,None,FALSE,HPS,null,null,1107,Other,942463,15,1849860229,94.66639,93.1425,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14176186,1,FALSE,Noora Hämäläinen,15,81,14176201,1,0,FALSE,2460,9790467,Right Foot,Open Play,176,2,3,FALSE,812581,11.275194,Honka W,pass,FALSE,Honka W,2023,TRUE,3,0
3166,0,Open Play,null,33.69643,null,FALSE,39.589287,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,15,1849860228,93.1425,92.673615,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14176186,1,FALSE,Noora Hämäläinen,15,81,null,1,0,FALSE,2460,9790467,Other,Open Play,176,2,3,FALSE,812581,null,Honka W,carry,FALSE,Honka W,2023,TRUE,3,0
3141,1,Open Play,null,null,null,FALSE,65.59643,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860203,null,73.339584,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176191,1,FALSE,Eevi Sutela,11,79,null,1,0,FALSE,2460,9790467,Other,Open Play,172,2,2,TRUE,812581,null,Honka W,tackle,FALSE,Honka W,2023,TRUE,null,0
3139,1,Open Play,null,null,null,FALSE,61.275,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860201,null,74.909584,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176191,1,FALSE,Eevi Sutela,11,79,null,1,0,FALSE,2460,9790467,Other,Open Play,172,2,2,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3135,1,Open Play,null,null,null,FALSE,53.575,in-play,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860197,null,70.85375,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14183719,1,FALSE,Iida Kainulainen,11,79,null,1,0,FALSE,2460,9790467,Other,Open Play,172,2,2,TRUE,812581,null,Honka W,dispossessed,FALSE,Honka W,2023,FALSE,null,0
3133,1,Open Play,null,53.575,null,FALSE,37.153572,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,11,1849860195,70.85375,66.01292,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,1,14183719,1,FALSE,Iida Kainulainen,16,79,null,1,0,FALSE,2460,9790467,Other,Open Play,172,2,3,TRUE,812581,null,Honka W,carry,FALSE,Honka W,2023,FALSE,2,0
3132,1,Open Play,null,null,null,FALSE,37.153572,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860194,null,66.01292,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14183719,1,FALSE,Iida Kainulainen,16,79,null,1,0,FALSE,2460,9790467,Other,Open Play,172,2,3,FALSE,812581,null,Honka W,ball_recovery,FALSE,Honka W,2023,TRUE,null,0
3131,1,Open Play,null,null,null,FALSE,45.089287,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860193,null,62.474,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176192,1,FALSE,Noora Juusela,16,79,null,1,0,FALSE,2460,9790467,Other,Open Play,172,2,3,FALSE,812581,null,Honka W,blocked_pass,FALSE,Honka W,2023,TRUE,null,0
3127,1,Open Play,null,null,null,FALSE,45.639286,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860189,null,75.82542,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176187,1,FALSE,Matilda Kuusniemi-Fishwick,16,79,null,1,0,FALSE,2460,9790467,Other,Open Play,172,2,3,FALSE,812581,null,Honka W,ball_recovery,FALSE,Honka W,2023,TRUE,null,0
3098,3,Open Play,5.816512,70.310715,Noora Juusela,FALSE,49.567856,none,18028,High Pass,None,FALSE,HPS,null,null,1107,Other,942463,7,1849860160,56.402,38.846,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,2,14176194,1,FALSE,Venla Lamberg,18,77,14176192,1,0,FALSE,2460,9790467,Head,Open Play,170,2,3,FALSE,812581,29.560953,Honka W,pass,FALSE,Honka W,2023,TRUE,1,0
3097,3,Open Play,null,null,null,FALSE,49.567856,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860159,null,38.846,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176194,1,FALSE,Venla Lamberg,18,77,null,1,0,FALSE,2460,9790467,Other,Open Play,170,2,3,FALSE,812581,null,Honka W,ball_recovery,FALSE,Honka W,2023,TRUE,null,0
3074,0,Open Play,null,null,null,FALSE,62.610714,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860136,null,84.58528,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14183719,1,FALSE,Iida Kainulainen,10,77,null,1,0,FALSE,2460,9790467,Other,Open Play,168,2,2,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3060,3,Open Play,null,null,null,FALSE,57.032143,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860122,null,20.103611,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14165188,1,FALSE,Milla Punsar,13,76,null,1,0,FALSE,2460,9790467,Other,Open Play,167,2,2,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
3031,2,Open Play,null,null,null,FALSE,43.675,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849860093,null,46.106,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176201,1,FALSE,Wilma Sjöholm,17,74,null,1,0,FALSE,2460,9790467,Other,Open Play,163,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
2938,0,Open Play,0.2046418,80.44643,Noora Juusela,FALSE,63.789288,none,18028,Low Pass,None,FALSE,HPS,null,null,1107,Other,942463,5,1849860000,94.78361,100,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14179221,1,FALSE,Sanra Pulliainen,10,72,14176192,1,0,FALSE,2460,9790467,Other,Throw-in,159,2,2,FALSE,812581,21.65179,Honka W,pass,FALSE,Honka W,2023,TRUE,1,0
2929,0,Open Play,0.21924432,76.51786,Wilma Sjöholm,FALSE,47.603573,in-play,18028,High Pass,None,FALSE,HPS,null,null,1107,Other,942463,6,1849859991,79.193054,88.805275,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,1,14176186,1,FALSE,Noora Hämäläinen,15,72,14176201,1,0,FALSE,2460,9790467,Right Foot,Indirect Free Kick,158,2,3,FALSE,812581,37.70252,Honka W,pass,FALSE,Honka W,2023,FALSE,1,0
2926,0,Open Play,null,null,null,FALSE,45.403572,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849859988,null,89.27417,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176201,1,FALSE,Wilma Sjöholm,15,71,null,1,0,FALSE,2460,9790467,Other,Open Play,157,2,3,TRUE,812581,null,Honka W,foul,FALSE,Honka W,2023,TRUE,null,0
2924,0,Open Play,null,45.403572,null,FALSE,48.075,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,15,1849859986,89.27417,96.54195,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14176201,1,FALSE,Wilma Sjöholm,15,71,null,1,0,FALSE,2460,9790467,Other,Open Play,157,2,3,TRUE,812581,null,Honka W,carry,FALSE,Honka W,2023,TRUE,3,0
2921,0,Open Play,5.8634286,48.075,Wilma Sjöholm,FALSE,38.567856,none,18028,Ground Pass,None,FALSE,HPS,null,null,1107,Other,942463,15,1849859983,96.54195,90.211945,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14179221,1,FALSE,Sanra Pulliainen,15,71,14176201,1,0,FALSE,2460,9790467,Left Foot,Open Play,157,2,3,FALSE,812581,13.250283,Honka W,pass,FALSE,Honka W,2023,TRUE,3,0
2920,0,Open Play,null,38.567856,null,FALSE,36.289288,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,15,1849859982,90.211945,92.20472,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14179221,1,FALSE,Sanra Pulliainen,15,71,null,1,0,FALSE,2460,9790467,Other,Open Play,157,2,3,FALSE,812581,null,Honka W,carry,FALSE,Honka W,2023,TRUE,3,0
2611,0,Open Play,null,null,null,FALSE,61.66786,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849859673,null,80.4825,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176201,1,FALSE,Wilma Sjöholm,10,62,null,1,0,FALSE,2460,9790467,Other,Open Play,133,2,2,TRUE,812581,null,Honka W,ball_touch,FALSE,Honka W,2023,FALSE,null,0
2610,0,Open Play,null,61.66786,null,FALSE,62.060715,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,10,1849859672,80.4825,81.18584,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14176201,1,FALSE,Wilma Sjöholm,10,62,null,1,0,FALSE,2460,9790467,Other,Open Play,133,2,2,TRUE,812581,null,Honka W,carry,FALSE,Honka W,2023,FALSE,2,0
2607,3,Open Play,4.563232,62.060715,Wilma Sjöholm,FALSE,66.38214,none,18028,Ground Pass,None,FALSE,HPS,null,null,1107,Other,942463,10,1849859669,81.18584,33.332916,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,0,14176199,1,FALSE,Elli Esteri Seiro,13,61,14176201,1,0,FALSE,2460,9790467,Right Foot,Open Play,133,2,2,FALSE,812581,37.010944,Honka W,pass,FALSE,Honka W,2023,TRUE,2,0
2600,2,Open Play,0.5271024,60.33214,Elli Esteri Seiro,FALSE,40.217857,in-play,18028,Ground Pass,None,FALSE,HPS,null,null,1107,Other,942463,13,1849859662,20.924166,40.43,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,3,14165188,1,FALSE,Milla Punsar,17,61,14176199,1,0,FALSE,2460,9790467,Left Foot,Open Play,133,2,3,FALSE,812581,29.620432,Honka W,pass,FALSE,Honka W,2023,FALSE,2,0
2588,2,Open Play,null,null,null,FALSE,46.110714,none,18028,null,None,FALSE,HPS,null,null,1107,Other,942463,null,1849859650,null,56.006,HPS,2023-08-19T17:00:00.000Z,Kansallinen Liiga,null,14176187,1,FALSE,Matilda Kuusniemi-Fishwick,17,61,null,1,0,FALSE,2460,9790467,Other,Open Play,132,2,3,FALSE,812581,null,Honka W,pressure,FALSE,Honka W,2023,TRUE,null,0
